PROTID	m.ID	concat.id	KO.1	KO.GENE.1	DESCRIPTION.1	KO.EC.1	SCORE.KO.1	KO.2	KO.GENE.2	DESCRIPTION.2	SCORE.KO.2		KO.ALL	MET.PATH.1	MET.PATH.2	UNIPROT.ID	UNIPROT.DESC	Ca_BIND	GO.ONTOLOGY	BP.GO.ONTOLOGY
lcl|c231281_g6_i3|m.16097	m.16097	 F-type H+-transporting ATPase subunit alpha [ATPeF1A] (m.16097)	K02132	ATPeF1A	 F-type H+-transporting ATPase subunit alpha		24						K02132	"Oxidative phosphorylation, Thermogenesis, Metabolic pathways, Alzheimer disease, Parkinson disease, Amyotrophic lateral sclerosis, Huntington disease"		A0A2B4T1C4	ATP synthase subunit alpha		"proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP synthesis coupled proton transport [GO:0015986]"	ATP synthesis coupled proton transport [GO:0015986]
lcl|c231285_g1_i2|m.16098	m.16098	Dystrobrevin beta* [] (m.16098)					38									A0A2B4SJ59	Dystrobrevin beta		extracellular region [GO:0005576]; phospholipase A2 activity [GO:0004623]; zinc ion binding [GO:0008270]; arachidonic acid secretion [GO:0050482]; phospholipid metabolic process [GO:0006644]	arachidonic acid secretion [GO:0050482]; phospholipid metabolic process [GO:0006644]
lcl|c231313_g2_i1|m.16122	m.16122	* [] (m.16122)					25	K03286			1		K03286							
lcl|c231326_g2_i1|m.16129	m.16129	 nucleoside-triphosphate--adenylate kinase  [AK3] (m.16129)	K00944	AK3	 nucleoside-triphosphate--adenylate kinase 	[EC:2.7.4.10]	64						K00944	"Purine metabolism, Biosynthesis of secondary metabolites"		A0A2B4SJT3	"GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)"		mitochondrial matrix [GO:0005759]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; nucleoside triphosphate adenylate kinase activity [GO:0046899]; ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; GTP metabolic process [GO:0046039]; ITP metabolic process [GO:0046041]	ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; GTP metabolic process [GO:0046039]; ITP metabolic process [GO:0046041]
lcl|c231328_g4_i1|m.16133	m.16133	 bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66  [RIOX1] (m.16133)	K16914	RIOX1	 bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 	[EC:1.14.11.- 1.14.11.27]	255						K16914			A0A2B4RJB5	Bifunctional lysine-specific demethylase and histidyl-hydroxylase (EC 1.14.11.-)		nucleus [GO:0005634]; 2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; iron ion binding [GO:0005506]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methylation [GO:0032259]
lcl|c231337_g2_i1|m.16139	m.16139	PC-esterase domain-containing protein 1B* [] (m.16139)					108									A0A2B4RQX1	PC-esterase domain-containing protein 1B			
lcl|c231339_g4_i2|m.16143	m.16143	 septin 3/9/12 [SEPT3_9_12] (m.16143)	K16938	SEPT3_9_12	 septin 3/9/12		216						K16938	"Bacterial invasion of epithelial cells, Shigellosis"		A0A2B4SKZ8	Neuronal-specific septin-3		GTP binding [GO:0005525]	
lcl|c231352_g2_i1|m.16156	m.16156	* [] (m.16156)					27	K03969			1		K03969			A0A3M6TCY3	Uncharacterized protein			
lcl|c231364_g6_i1|m.16162	m.16162	 lupus La protein [LA] (m.16162)	K11090	LA	 lupus La protein		124						K11090	Systemic lupus erythematosus		A0A3M6TJM7	Uncharacterized protein		nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]; RNA processing [GO:0006396]	RNA processing [GO:0006396]
lcl|c231378_g1_i2|m.16165	m.16165	TPR_REGION domain-containing protein* [] (m.16165)					288									A0A3M6U8U6	TPR_REGION domain-containing protein			
lcl|c231380_g1_i2|m.16168	m.16168	* [] (m.16168)					6	K03711			1		K03711							
lcl|c231382_g2_i7|m.16188	m.16188	Regulator of microtubule dynamics protein 1* [] (m.16188)					89									A0A2B4SM57	Regulator of microtubule dynamics protein 1			
lcl|c231403_g3_i11|m.16209	m.16209	Sec8_exocyst domain-containing protein* [] (m.16209)														A0A3M6TIJ1	Sec8_exocyst domain-containing protein		cell [GO:0005623]; exocyst [GO:0000145]; vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]	vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]
lcl|c231430_g2_i12|m.16236	m.16236	* [] (m.16236)																		
lcl|c231430_g2_i6|m.16242	m.16242	* [] (m.16242)		ENPEP	 glutamyl aminopeptidase 	[EC:3.4.11.7]	76	K11140			13		K11141							
lcl|c231440_g4_i2|m.16256	m.16256	 large subunit ribosomal protein L3e [RP-L3e] (m.16256)	K02925	RP-L3e	 large subunit ribosomal protein L3e		384						K02925	Ribosome						
lcl|c231445_g1_i1|m.16259	m.16259	 ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3  [ENPP1_3] (m.16259)	K01513	ENPP1_3	 ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 	[EC:3.1.4.1 3.6.1.9]	32						K01513	"Purine metabolism, Pyrimidine metabolism, Starch and sucrose metabolism, Riboflavin metabolism, Nicotinate and nicotinamide metabolism, Pantothenate and CoA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"		A0A2B4RKE5	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3		integral component of membrane [GO:0016021]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	
lcl|c231460_g1_i4|m.16283	m.16283	 small subunit ribosomal protein S26e [RP-S26e] (m.16283)	K02976	RP-S26e	 small subunit ribosomal protein S26e		103						K02976	Ribosome		A7RG86	40S ribosomal protein S26		cytosolic small ribosomal subunit [GO:0022627]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]
lcl|c231462_g1_i10|m.16284	m.16284	* [] (m.16284)		NR2F2	 COUP transcription factor 2		193	K08547			48		K08548			Q95WF7	Nuclear receptor AmNR7		host cell nucleus [GO:0042025]; nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]	
lcl|c231469_g3_i4|m.16290	m.16290	* [] (m.16290)		VAPA	 vesicle-associated membrane protein-associated protein A		102	K10707			17		K06096							
lcl|c231477_g1_i1|m.16301	m.16301	 tropomodulin [TMOD] (m.16301)	K10370	TMOD	 tropomodulin		163						K10370			A0A2B4RSN8	Tropomodulin-1		tropomyosin binding [GO:0005523]; pointed-end actin filament capping [GO:0051694]	pointed-end actin filament capping [GO:0051694]
lcl|c231497_g3_i10|m.16329	m.16329	 acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]* [aas] (m.16329)					2	K05939	aas	 acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]	1		K05939		"Glycerophospholipid metabolism, Fatty acid degradation"					
lcl|c231506_g1_i1|m.16344	m.16344	 polyadenylate-binding protein [PABPC] (m.16344)	K13126	PABPC	 polyadenylate-binding protein		149						K13126	"RNA transport, RNA degradation, mRNA surveillance pathway"		A0A3M6U9U0	Polyadenylate-binding protein (PABP)		cytoplasm [GO:0005737]; RNA binding [GO:0003723]	
lcl|c231559_g1_i5|m.16408	m.16408	 acetyl-CoA C-acetyltransferase  [ACAT] (m.16408)	K00626	ACAT	 acetyl-CoA C-acetyltransferase 	[EC:2.3.1.9]	289						K00626	"Valine, leucine and isoleucine degradation, Carbon metabolism, Fatty acid degradation, Lysine degradation, Tryptophan metabolism, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism, Butanoate metabolism, Fatty acid metabolism, Fat digestion and absorption, Synthesis and degradation of ketone bodies, Benzoate degradation, Carbon fixation pathways in prokaryotes, Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Two-component system"						
lcl|c231568_g1_i2|m.16415	m.16415	 cleavage stimulation factor subunit 1 [CSTF1] (m.16415)	K14406	CSTF1	 cleavage stimulation factor subunit 1		251						K14406	mRNA surveillance pathway		A7SVS3	Predicted protein		mRNA cleavage stimulating factor complex [GO:0005848]	
lcl|c231569_g1_i6|m.16419	m.16419	 endoplasmic reticulum lectin 1 [ERLEC1] (m.16419)	K14008	ERLEC1	 endoplasmic reticulum lectin 1		167						K14008	Protein processing in endoplasmic reticulum		A0A2B4RDX7	Endoplasmic reticulum lectin 1		carbohydrate binding [GO:0030246]	
lcl|c231575_g5_i2|m.16426	m.16426	L-fuconolactonase [EC:3.1.1.-]* [fucoLac] (m.16426)					113	K07046	fucoLac	L-fuconolactonase [EC:3.1.1.-]	21		K07046		"Fructose and mannose metabolism, Microbial metabolism in diverse environments"					
lcl|c231577_g2_i2|m.16429	m.16429	 meprin B [EC:3.4.24.63]* [MEP1B] (m.16429)					10	K08606	MEP1B	 meprin B [EC:3.4.24.63]	1		K08606		Protein digestion and absorption	A0A3M6TQI3	Uncharacterized protein		membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]	
lcl|c231579_g2_i1|m.16430	m.16430	* [] (m.16430)					6	K08621			1		K08621			A0A2B4SYT9	A disintegrin and metalloproteinase with thrombospondin motifs 6		metalloendopeptidase activity [GO:0004222]; integrin-mediated signaling pathway [GO:0007229]	integrin-mediated signaling pathway [GO:0007229]
lcl|c231601_g3_i1|m.16437	m.16437	 large subunit ribosomal protein L34e [RP-L34e] (m.16437)	K02915	RP-L34e	 large subunit ribosomal protein L34e		77						K02915	Ribosome		A7SCX9	Predicted protein		cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; ribosome biogenesis [GO:0042254]; translation [GO:0006412]	ribosome biogenesis [GO:0042254]; translation [GO:0006412]
lcl|c231615_g6_i2|m.16452	m.16452	 V-type H+-transporting ATPase subunit F [ATPeV1F] (m.16452)	K02151	ATPeV1F	 V-type H+-transporting ATPase subunit F		107						K02151	"Oxidative phosphorylation, Phagosome, mTOR signaling pathway, Metabolic pathways, Synaptic vesicle cycle, Collecting duct acid secretion, Vibrio cholerae infection, Epithelial cell signaling in Helicobacter pylori infection, Human papillomavirus infection, Rheumatoid arthritis"		A0A2B4S442	V-type proton ATPase subunit F		"proton-transporting V-type ATPase, V1 domain [GO:0033180]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]"	
lcl|c231621_g3_i3|m.16453	m.16453	 abhydrolase domain-containing protein 14 [ABHD14] (m.16453)	K13706	ABHD14	 abhydrolase domain-containing protein 14		72						K13706			A0A3M6V186	AB hydrolase-1 domain-containing protein		integral component of membrane [GO:0016021]	
lcl|c231634_g1_i2|m.16472	m.16472	 hypoxia up-regulated 1 [HYOU1] (m.16472)	K09486	HYOU1	 hypoxia up-regulated 1		414						K09486	Protein processing in endoplasmic reticulum		A0A2B4SVS9	Hypoxia up-regulated protein 1		nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of gene silencing by miRNA [GO:0060964]	regulation of gene silencing by miRNA [GO:0060964]
lcl|c231685_g1_i2|m.16518	m.16518	" 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]* [ribBA] (m.16518)"					4	K14652	ribBA	" 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"	1		K14652		"Folate biosynthesis, Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"	A0A2B4RBF6	Zinc finger CCCH domain-containing protein 15		metal ion binding [GO:0046872]	
lcl|c231694_g3_i2|m.16524	m.16524	Protein LZIC* [] (m.16524)					133									A0A2B4S5V2	Protein LZIC		beta-catenin binding [GO:0008013]	
lcl|c231698_g2_i1|m.16532	m.16532	 oxidoreductase  [HTATIP2] (m.16532)	K17290	HTATIP2	 oxidoreductase 	[EC:1.1.1.-]	34						K17290							
lcl|c231717_g2_i10|m.16542	m.16542	* [] (m.16542)		GIT2	 G protein-coupled receptor kinase interactor 2		96	K05737			24		K12487							
lcl|c231729_g6_i10|m.16552	m.16552	 carboxymethylenebutenolidase  [CMBL] (m.16552)	K01061	CMBL	 carboxymethylenebutenolidase 	[EC:3.1.1.45]	10						K01061	"Chlorocyclohexane and chlorobenzene degradation, Fluorobenzoate degradation, Toluene degradation, Metabolic pathways, Microbial metabolism in diverse environments"		A0A3M6U6Z2	DLH domain-containing protein		hydrolase activity [GO:0016787]	
lcl|c231732_g6_i1|m.16569	m.16569	 UDP-glucose 4-epimerase  [galE] (m.16569)	K01784	galE	 UDP-glucose 4-epimerase 	[EC:5.1.3.2]	224						K01784	"Amino sugar and nucleotide sugar metabolism, Galactose metabolism, Metabolic pathways"		A0A2B4SF30	UDP-glucose 4-epimerase (EC 5.1.3.2)		UDP-glucose 4-epimerase activity [GO:0003978]; galactose metabolic process [GO:0006012]	galactose metabolic process [GO:0006012]
lcl|c231737_g1_i3|m.16576	m.16576	 F-type H+-transporting ATPase subunit delta [ATPeF1D] (m.16576)	K02134	ATPeF1D	 F-type H+-transporting ATPase subunit delta		69						K02134	"Oxidative phosphorylation, Thermogenesis, Metabolic pathways, Alzheimer disease, Parkinson disease, Amyotrophic lateral sclerosis, Huntington disease"		A0A2B4SN13	"ATP synthase subunit delta, mitochondrial"		"proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP synthesis coupled proton transport [GO:0015986]"	ATP synthesis coupled proton transport [GO:0015986]
lcl|c231738_g2_i1|m.16579	m.16579	* [] (m.16579)		NLGN	 neuroligin		141	K03927			14		K07378			A0A3M6UG97	Carboxylic ester hydrolase (EC 3.1.1.-)		hydrolase activity [GO:0016787]	
lcl|c231739_g1_i3|m.16580	m.16580	 RNA-binding protein Musashi* [MSI] (m.16580)		HNRNPABD	 heterogeneous nuclear ribonucleoprotein A/B/D		62	K14411	MSI	 RNA-binding protein Musashi	3		K13044		mRNA surveillance pathway	A0A2B4RLU4	Heterogeneous nuclear ribonucleoprotein A/B		mRNA binding [GO:0003729]	
lcl|c231744_g6_i2|m.16589	m.16589	 metaxin [MTX] (m.16589)	K17776	MTX	 metaxin		146						K17776			A0A3M6TV01	Uncharacterized protein		integral component of membrane [GO:0016021]; SAM complex [GO:0001401]	
lcl|c231751_g1_i2|m.16591	m.16591	 frizzled 5/8* [FZD5_8] (m.16591)					10	K02375	FZD5_8	 frizzled 5/8	2		K02375		"mTOR signaling pathway, Wnt signaling pathway, Melanogenesis, Hippo signaling pathway, Signaling pathways regulating pluripotency of stem cells, Cushing syndrome, Alzheimer disease, Human papillomavirus infection, Pathways in cancer, Proteoglycans in cancer, Basal cell carcinoma, Breast cancer, Hepatocellular carcinoma, Gastric cancer"					
lcl|c231762_g2_i11|m.16600	m.16600	CW-type domain-containing protein* [] (m.16600)					170									A0A3M6T698	CW-type domain-containing protein		zinc ion binding [GO:0008270]	
lcl|c231768_g1_i1|m.16601	m.16601	* [] (m.16601)					19	K18264			1		K18264			A0A2B4SYR0	BRICHOS domain-containing protein			
lcl|c231789_g3_i2|m.16623	m.16623	* [] (m.16623)					15	K06826			5		K06826							
lcl|c231808_g9_i1|m.16644	m.16644	 protein mago nashi [MAGOH] (m.16644)	K12877	MAGOH	 protein mago nashi		171						K12877	"RNA transport, Spliceosome, mRNA surveillance pathway"		A0A2B4RRW5	Protein mago nashi-like 2		exon-exon junction complex [GO:0035145]; RNA splicing [GO:0008380]	RNA splicing [GO:0008380]
lcl|c231811_g3_i1|m.16645	m.16645	 katanin p80 WD40 repeat-containing subunit B1 [KATNB1] (m.16645)	K18643	KATNB1	 katanin p80 WD40 repeat-containing subunit B1		379						K18643			A0A2B4RN67	Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)		centrosome [GO:0005813]; cytoplasm [GO:0005737]; katanin complex [GO:0008352]; microtubule [GO:0005874]; spindle pole [GO:0000922]; microtubule binding [GO:0008017]; cell cycle [GO:0007049]; cell division [GO:0051301]; microtubule severing [GO:0051013]	cell cycle [GO:0007049]; cell division [GO:0051301]; microtubule severing [GO:0051013]
lcl|c231821_g3_i1|m.16651	m.16651	 elongation factor Tu [tuf] (m.16651)	K02358	tuf	 elongation factor Tu		299						K02358	Plant-pathogen interaction		A0A3M6TB99	Elongation factor Tu		GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	
lcl|c231825_g1_i2|m.16652	m.16652	* [] (m.16652)					2	K08809			2		K08809			A0A2B4RSJ6	Death-associated protein kinase 2		ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	
lcl|c231826_g8_i1|m.16654	m.16654	 cell cycle arrest protein BUB3 [BUB3] (m.16654)	K02180	BUB3	 cell cycle arrest protein BUB3		263						K02180	"Cell cycle, Cell cycle - yeast, Human T-cell leukemia virus 1 infection"		A0A2B4REC5	Mitotic checkpoint protein BUB3			
lcl|c231830_g1_i1|m.16655	m.16655	 deleted in malignant brain tumors 1 protein* [DMBT1] (m.16655)					5	K13912	DMBT1	 deleted in malignant brain tumors 1 protein	1		K13912		Salivary secretion	A0A2B4SHX7	Pancreatic secretory granule membrane major glycoprotein GP2		integral component of membrane [GO:0016021]	
lcl|c231859_g5_i5|m.16713	m.16713	* [] (m.16713)																		
lcl|c231864_g5_i1|m.16720	m.16720	 hydroxyacylglutathione hydrolase  [gloB] (m.16720)	K01069	gloB	 hydroxyacylglutathione hydrolase 	[EC:3.1.2.6]	215						K01069	"Pyruvate metabolism, Metabolic pathways"		C3Y9J7	Lactamase_B domain-containing protein		hydroxyacylglutathione hydrolase activity [GO:0004416]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]
lcl|c231865_g2_i1|m.16723	m.16723	 [] (m.16723)	K24062				68						K24062							
lcl|c231870_g2_i4|m.16726	m.16726	 RNA-binding protein Luc7-like 2 [LUC7L2] (m.16726)	K13212	LUC7L2	 RNA-binding protein Luc7-like 2		58						K13212			A0A3M6T8U9	Uncharacterized protein		U1 snRNP [GO:0005685]; mRNA binding [GO:0003729]; mRNA splice site selection [GO:0006376]	mRNA splice site selection [GO:0006376]
lcl|c231881_g1_i2|m.16748	m.16748	 heat shock 70kDa protein 1/2/6/8 [HSPA1s] (m.16748)	K03283	HSPA1s	 heat shock 70kDa protein 1/2/6/8		258						K03283	"Protein processing in endoplasmic reticulum, Endocytosis, Spliceosome, MAPK signaling pathway, Antigen processing and presentation, Longevity regulating pathway - multiple species, Estrogen signaling pathway, Prion diseases, Legionellosis, Toxoplasmosis, Measles"		A0A2B4S907	Heat shock cognate 71 kDa protein		ATP binding [GO:0005524]	
lcl|c231884_g4_i1|m.16750	m.16750	 phosphohistidine phosphatase  [PHPT1] (m.16750)	K01112	PHPT1	 phosphohistidine phosphatase 	[EC:3.9.1.3]	83						K01112			C3YTP4	Uncharacterized protein (Fragment)		cytosol [GO:0005829]; protein histidine phosphatase activity [GO:0101006]; peptidyl-histidine dephosphorylation [GO:0035971]	peptidyl-histidine dephosphorylation [GO:0035971]
lcl|c231890_g3_i2|m.16758	m.16758	 protein phosphatase 1 regulatory subunit 3A/B/C/D/E [PPP1R3] (m.16758)	K07189	PPP1R3	 protein phosphatase 1 regulatory subunit 3A/B/C/D/E		22						K07189	"Insulin signaling pathway, Insulin resistance"						
lcl|c231891_g1_i1|m.16759	m.16759	 syntenin-1 [SDCBP] (m.16759)	K17254	SDCBP	 syntenin-1		190						K17254			A0A2B4RX36	Syntenin-1			
lcl|c231896_g2_i12|m.16763	m.16763	 transcription factor YY [YY] (m.16763)	K09201	YY	 transcription factor YY		174						K09201							
lcl|c231904_g1_i7|m.16777	m.16777	 [] (m.16777)	K23908				109						K23908			G8HTA4	Uncharacterized protein	"CA_BIND 33..44;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448""; CA_BIND 166..177;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448""; CA_BIND 211..222;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448"""	calcium ion binding [GO:0005509]	
